state,gender,year,name,number
NH,F,1917,Velma,5
NH,F,1917,Vivian,5
NH,F,1917,Winifred,5
NH,F,1918,Mary,158
NH,F,1918,Dorothy,133
NH,F,1918,Helen,117
NH,F,1918,Ruth,106
NH,F,1918,Irene,94
NH,F,1918,Margaret,90
NH,F,1918,Doris,70
NH,F,1918,Rita,70
NH,F,1918,Alice,68
NH,F,1918,Frances,65
NH,F,1918,Barbara,61
NH,F,1918,Elizabeth,61
NH,F,1918,Evelyn,54
NH,F,1918,Pauline,52
NH,F,1918,Eleanor,49
NH,F,1918,Virginia,49
NH,F,1918,Florence,48
NH,F,1918,Lucille,43
NH,F,1918,Beatrice,42
NH,F,1918,Marion,42
NH,F,1918,Lillian,41
NH,F,1918,Catherine,40
NH,F,1918,Gertrude,39
NH,F,1918,Marie,36
NH,F,1918,Gladys,33
NH,F,1918,Phyllis,33
NH,F,1918,Thelma,33
NH,F,1918,Louise,32
NH,F,1918,Stella,32
NH,F,1918,Mildred,31
NH,F,1918,Rose,31
NH,F,1918,Marjorie,30
NH,F,1918,Anna,28
NH,F,1918,Esther,28
NH,F,1918,Eva,28
NH,F,1918,Josephine,28
NH,F,1918,Katherine,28
NH,F,1918,Edith,27
NH,F,1918,Julia,27
NH,F,1918,Arlene,26
NH,F,1918,Hazel,26
NH,F,1918,Agnes,25
NH,F,1918,Cecile,23
NH,F,1918,Lorraine,23
NH,F,1918,Anita,22
NH,F,1918,Grace,21
NH,F,1918,Marguerite,21
NH,F,1918,Blanche,20
